date,hour,market_demand,ontario_demand
2009-05-19,20,16131,15437
2009-05-19,21,16376,15646
2009-05-19,22,15273,14668
2009-05-19,23,14724,13329
2009-05-19,24,13678,12332
2009-05-20,1,13240,11774
2009-05-20,2,12991,11523
2009-05-20,3,12682,11416
2009-05-20,4,12846,11455
2009-05-20,5,13165,11968
2009-05-20,6,14634,12909
2009-05-20,7,15772,14755
2009-05-20,8,16550,15744
2009-05-20,9,16808,16015
2009-05-20,10,17302,16502
2009-05-20,11,17608,16796
2009-05-20,12,17812,16778
2009-05-20,13,17811,16824
2009-05-20,14,17775,16819
2009-05-20,15,17955,16761
2009-05-20,16,17904,16763
2009-05-20,17,17528,16636
2009-05-20,18,17635,16210
2009-05-20,19,17241,15896
2009-05-20,20,17559,15851
2009-05-20,21,17351,16066
2009-05-20,22,16417,15062
2009-05-20,23,15030,13541
2009-05-20,24,14440,12506
2009-05-21,1,13918,11833
2009-05-21,2,13822,11675
2009-05-21,3,13737,11486
2009-05-21,4,13712,11591
2009-05-21,5,14245,11936
2009-05-21,6,14614,12864
2009-05-21,7,16373,14859
2009-05-21,8,17436,16056
2009-05-21,9,17845,16601
2009-05-21,10,18044,17086
2009-05-21,11,18459,17359
2009-05-21,12,18621,17443
2009-05-21,13,18829,17560
2009-05-21,14,18675,17546
2009-05-21,15,18802,17444
2009-05-21,16,18590,17386
2009-05-21,17,18679,17193
2009-05-21,18,18279,16907
2009-05-21,19,17760,16537
2009-05-21,20,17858,16478
2009-05-21,21,18132,16843
2009-05-21,22,17141,15761
2009-05-21,23,15967,14286
2009-05-21,24,15319,13005
2009-05-22,1,14859,12370
2009-05-22,2,14537,11971
2009-05-22,3,14306,11708
2009-05-22,4,14199,11704
2009-05-22,5,14622,12022
2009-05-22,6,15410,13001
2009-05-22,7,16598,14844
2009-05-22,8,17126,15857
2009-05-22,9,17351,16182
2009-05-22,10,17780,16592
2009-05-22,11,18310,16764
2009-05-22,12,18287,16768
2009-05-22,13,18477,16779
2009-05-22,14,18307,16606
2009-05-22,15,18307,16311
2009-05-22,16,17772,16171
2009-05-22,17,16832,16076
2009-05-22,18,17256,15776
2009-05-22,19,17328,15366
2009-05-22,20,16939,15111
2009-05-22,21,17261,15343
2009-05-22,22,16363,14431
2009-05-22,23,15421,13212
2009-05-22,24,14670,12258
2009-05-23,1,14274,11599
2009-05-23,2,13923,11301
2009-05-23,3,13593,10967
2009-05-23,4,13563,10880
2009-05-23,5,13277,11036
2009-05-23,6,13394,11088
2009-05-23,7,14446,11881
2009-05-23,8,14733,12963
2009-05-23,9,15980,13959
2009-05-23,10,16784,14403
2009-05-23,11,16685,14541
2009-05-23,12,16865,14619
2009-05-23,13,16898,14524
2009-05-23,14,16935,14351
2009-05-23,15,16840,14238
2009-05-23,16,16524,14292
2009-05-23,17,16703,14374
2009-05-23,18,16724,14152
2009-05-23,19,16291,13767
2009-05-23,20,16035,13835
2009-05-23,21,16729,14246
2009-05-23,22,15969,13528
2009-05-23,23,14451,12688
2009-05-23,24,14139,11970
2009-05-24,1,14571,11352
2009-05-24,2,13709,11027
2009-05-24,3,13651,10825
2009-05-24,4,13665,10794
2009-05-24,5,13627,10800
2009-05-24,6,13760,10877
2009-05-24,7,13583,11380
2009-05-24,8,14312,12175
2009-05-24,9,15111,13026
2009-05-24,10,15825,13633
2009-05-24,11,16169,13997
2009-05-24,12,16329,14138
2009-05-24,13,16355,14211
2009-05-24,14,16189,14023
2009-05-24,15,16124,14020
2009-05-24,16,16215,14191
2009-05-24,17,16470,14371
2009-05-24,18,16367,14328
2009-05-24,19,16113,14078
2009-05-24,20,16147,14199
2009-05-24,21,16713,14587
2009-05-24,22,15792,13780
2009-05-24,23,14341,12616
2009-05-24,24,14157,11637
2009-05-25,1,14134,11092
2009-05-25,2,13803,11057
2009-05-25,3,13603,11193
2009-05-25,4,13573,11178
2009-05-25,5,13577,11551
2009-05-25,6,14222,12388
2009-05-25,7,16190,14337
2009-05-25,8,17238,15527
2009-05-25,9,17523,15882
2009-05-25,10,17910,16178
2009-05-25,11,18095,16318
2009-05-25,12,18317,16470
2009-05-25,13,18494,16548
2009-05-25,14,18793,16437
2009-05-25,15,18672,16355
2009-05-25,16,18644,16446
2009-05-25,17,18684,16362
2009-05-25,18,17907,15902
2009-05-25,19,17265,15527
2009-05-25,20,17389,15571
2009-05-25,21,17487,15817
2009-05-25,22,16839,14801
2009-05-25,23,15447,13332
2009-05-25,24,14875,12280
2009-05-26,1,14250,11594
2009-05-26,2,14156,11400
2009-05-26,3,13854,11289
2009-05-26,4,13553,11496
2009-05-26,5,14084,11928
2009-05-26,6,14805,12954
2009-05-26,7,16236,14803
2009-05-26,8,17234,15692
2009-05-26,9,17392,15854
2009-05-26,10,17414,16137
2009-05-26,11,17860,16247
2009-05-26,12,17933,16245
2009-05-26,13,18520,16314
2009-05-26,14,18507,16187
2009-05-26,15,18571,16033
2009-05-26,16,18668,16133
2009-05-26,17,18303,16151
2009-05-26,18,17743,15776
2009-05-26,19,17601,15620
2009-05-26,20,17620,15936
2009-05-26,21,17411,15882
2009-05-26,22,16514,14797
2009-05-26,23,15590,13230
2009-05-26,24,14677,12240
2009-05-27,1,14290,11614
2009-05-27,2,14433,11575
2009-05-27,3,14156,11463
2009-05-27,4,14136,11524
2009-05-27,5,14745,12096
2009-05-27,6,15658,13156
2009-05-27,7,16510,14942
2009-05-27,8,17793,16052
2009-05-27,9,18103,16300
2009-05-27,10,17853,16505
2009-05-27,11,17821,16704
2009-05-27,12,17990,16767
2009-05-27,13,18305,16857
2009-05-27,14,18202,16781
2009-05-27,15,18187,16584
2009-05-27,16,18401,16696
2009-05-27,17,18586,16749
2009-05-27,18,18585,16378
2009-05-27,19,18416,16274
2009-05-27,20,18198,16108
2009-05-27,21,17599,16011
2009-05-27,22,16915,14853
2009-05-27,23,15476,13281
2009-05-27,24,14420,12244
2009-05-28,1,14657,11737
2009-05-28,2,14139,11559
2009-05-28,3,14161,11469
2009-05-28,4,13929,11676
2009-05-28,5,14680,12080
2009-05-28,6,15145,13139
2009-05-28,7,17087,14840
2009-05-28,8,17823,15880
2009-05-28,9,18213,16180
2009-05-28,10,18173,16480
2009-05-28,11,18616,16598
2009-05-28,12,18916,16603
2009-05-28,13,18739,16689
2009-05-28,14,18436,16518
2009-05-28,15,18268,16451
2009-05-28,16,18383,16535
2009-05-28,17,18364,16478
2009-05-28,18,18047,16197
2009-05-28,19,18193,15953
2009-05-28,20,18078,16018
2009-05-28,21,18307,16066
2009-05-28,22,17102,14805
2009-05-28,23,16014,13393
2009-05-28,24,15048,12328
2009-05-29,1,14430,11892
2009-05-29,2,14093,11580
2009-05-29,3,13955,11444
2009-05-29,4,14056,11445
2009-05-29,5,14476,11816
2009-05-29,6,15574,12956
2009-05-29,7,17232,14807
2009-05-29,8,18123,15624
2009-05-29,9,18052,15913
2009-05-29,10,18327,16261
2009-05-29,11,18375,16365
2009-05-29,12,18471,16320
2009-05-29,13,18316,16279
2009-05-29,14,18350,16214
2009-05-29,15,18156,16033
2009-05-29,16,18088,15987
2009-05-29,17,18125,15862
2009-05-29,18,17656,15510
2009-05-29,19,17752,15340
2009-05-29,20,17819,15498
2009-05-29,21,17355,15412
2009-05-29,22,16427,14361
2009-05-29,23,15209,13137
2009-05-29,24,14196,12177
2009-05-30,1,13816,11683
2009-05-30,2,13696,11340
2009-05-30,3,13502,11147
2009-05-30,4,13535,11086
2009-05-30,5,13331,11176
2009-05-30,6,13429,11338
2009-05-30,7,13886,12172
2009-05-30,8,15482,13174
2009-05-30,9,16123,13893
2009-05-30,10,16189,14134
2009-05-30,11,16032,14122
2009-05-30,12,16252,14113
2009-05-30,13,16206,14018
2009-05-30,14,16137,13918
2009-05-30,15,16477,13874
2009-05-30,16,16558,13948
2009-05-30,17,16621,14083
2009-05-30,18,16571,14142
2009-05-30,19,16679,14124
2009-05-30,20,16396,13938
2009-05-30,21,16445,14120
2009-05-30,22,15981,13580
2009-05-30,23,15054,12611
2009-05-30,24,13871,11831
2009-05-31,1,13556,11442
2009-05-31,2,13285,11073
2009-05-31,3,12926,10853
2009-05-31,4,12675,10861
2009-05-31,5,13104,10880
2009-05-31,6,12811,10933
2009-05-31,7,13593,11454
2009-05-31,8,14205,12388
2009-05-31,9,15555,13175
2009-05-31,10,15629,13736
2009-05-31,11,16253,14091
2009-05-31,12,16503,14173
2009-05-31,13,16588,13996
2009-05-31,14,16642,13861
2009-05-31,15,16610,13812
2009-05-31,16,16328,13951
2009-05-31,17,16675,14194
2009-05-31,18,16475,14137
2009-05-31,19,16106,14008
2009-05-31,20,16132,14226
2009-05-31,21,16619,14619
2009-05-31,22,16457,14062
2009-05-31,23,15275,12803
2009-05-31,24,14202,12131
2009-06-01,1,13418,11704
2009-06-01,2,13092,11366
2009-06-01,3,13020,11328
2009-06-01,4,13119,11504
2009-06-01,5,13630,11839
2009-06-01,6,15374,13230
2009-06-01,7,17245,15154
2009-06-01,8,18358,15945
2009-06-01,9,18520,16245
2009-06-01,10,18449,16527
2009-06-01,11,18697,16791
2009-06-01,12,19010,16859
2009-06-01,13,18959,16699
2009-06-01,14,18792,16471
2009-06-01,15,18724,16368
2009-06-01,16,18912,16556
2009-06-01,17,19010,16547
2009-06-01,18,18081,16291
2009-06-01,19,18250,16184
2009-06-01,20,18126,16384
2009-06-01,21,18604,16240
2009-06-01,22,17335,15000
2009-06-01,23,16067,13631
2009-06-01,24,14862,12707
2009-06-02,1,14242,12182
2009-06-02,2,13981,11968
2009-06-02,3,14140,11788
2009-06-02,4,14014,11961
2009-06-02,5,14559,12324
2009-06-02,6,15567,13424
2009-06-02,7,17372,15268
2009-06-02,8,18416,15975
2009-06-02,9,18742,16060
2009-06-02,10,18620,16251
2009-06-02,11,18689,16277
2009-06-02,12,18691,16369
2009-06-02,13,18706,16339
2009-06-02,14,17994,16086
2009-06-02,15,18287,16130
2009-06-02,16,18342,16325
2009-06-02,17,17906,16263
2009-06-02,18,17799,15874
2009-06-02,19,17688,15566
2009-06-02,20,17567,15518
2009-06-02,21,18458,15773
2009-06-02,22,17220,15033
2009-06-02,23,15786,13504
2009-06-02,24,14981,12540
2009-06-03,1,14397,12003
2009-06-03,2,14076,11830
2009-06-03,3,13829,11472
2009-06-03,4,13485,11488
2009-06-03,5,13878,12015
2009-06-03,6,15299,13094
2009-06-03,7,16964,14809
2009-06-03,8,17251,15526
2009-06-03,9,17123,15612
2009-06-03,10,18345,16103
2009-06-03,11,18298,16308
2009-06-03,12,18164,16319
2009-06-03,13,17837,16395
2009-06-03,14,18283,16223
2009-06-03,15,18121,16174
2009-06-03,16,18366,16247
2009-06-03,17,18388,16140
2009-06-03,18,17665,15732
2009-06-03,19,17064,15312
2009-06-03,20,16958,15375
2009-06-03,21,17102,15606
2009-06-03,22,16483,14808
2009-06-03,23,15181,13350
2009-06-03,24,13986,12401
2009-06-04,1,13656,11873
2009-06-04,2,13390,11570
2009-06-04,3,13097,11404
2009-06-04,4,13349,11520
2009-06-04,5,13684,11933
2009-06-04,6,14808,13203
2009-06-04,7,16383,14877
2009-06-04,8,17435,15567
2009-06-04,9,16930,15796
2009-06-04,10,18340,16256
2009-06-04,11,18277,16272
2009-06-04,12,17980,16275
2009-06-04,13,17959,16257
2009-06-04,14,18166,16106
2009-06-04,15,18289,16196
2009-06-04,16,18417,16246
2009-06-04,17,18166,16091
2009-06-04,18,17904,15639
2009-06-04,19,17751,15356
2009-06-04,20,17496,15341
2009-06-04,21,17676,15656
2009-06-04,22,17061,14936
2009-06-04,23,15704,13491
2009-06-04,24,14926,12451
2009-06-05,1,14067,11952
2009-06-05,2,13235,11599
2009-06-05,3,13337,11406
2009-06-05,4,13304,11447
2009-06-05,5,13370,11758
2009-06-05,6,14568,12902
2009-06-05,7,16208,14815
2009-06-05,8,17420,15679
2009-06-05,9,18172,15957
2009-06-05,10,17973,16289
2009-06-05,11,17928,16285
2009-06-05,12,18378,16392
2009-06-05,13,18603,16447
2009-06-05,14,18314,16349
2009-06-05,15,18123,16167
2009-06-05,16,17659,16119
2009-06-05,17,18159,15970
2009-06-05,18,17702,15604
2009-06-05,19,17458,15325
2009-06-05,20,17297,15397
2009-06-05,21,17708,15954
2009-06-05,22,16534,14472
2009-06-05,23,15330,13203
2009-06-05,24,13912,12285
2009-06-06,1,13138,11602
2009-06-06,2,12681,11445
2009-06-06,3,12526,11218
2009-06-06,4,12545,11115
2009-06-06,5,12385,11161
2009-06-06,6,12539,11397
2009-06-06,7,13166,12108
2009-06-06,8,14483,13126
2009-06-06,9,15311,13987
2009-06-06,10,16021,14409
2009-06-06,11,15649,14562
2009-06-06,12,15977,14464
2009-06-06,13,15881,14248
2009-06-06,14,15948,14141
2009-06-06,15,15608,14081
2009-06-06,16,16004,14181
2009-06-06,17,15679,14310
2009-06-06,18,15783,14076
2009-06-06,19,15622,13740
2009-06-06,20,15508,13748
2009-06-06,21,15599,14003
2009-06-06,22,15252,13480
2009-06-06,23,14137,12541
2009-06-06,24,13245,11805
2009-06-07,1,12824,11238
2009-06-07,2,12277,10927
2009-06-07,3,12210,10750
2009-06-07,4,12136,10699
2009-06-07,5,12181,10765
2009-06-07,6,11910,10957
2009-06-07,7,12561,11536
2009-06-07,8,13462,12300
2009-06-07,9,14942,13160
2009-06-07,10,15363,13572
2009-06-07,11,15896,14028
2009-06-07,12,16282,14180
2009-06-07,13,16320,14135
2009-06-07,14,16402,14022
2009-06-07,15,16076,14024
2009-06-07,16,16420,14230
2009-06-07,17,15879,14432
2009-06-07,18,15724,14194
2009-06-07,19,15322,14083
2009-06-07,20,15778,14337
2009-06-07,21,15660,14665
2009-06-07,22,15744,13799
2009-06-07,23,14432,12706
2009-06-07,24,13428,11978
2009-06-08,1,13027,11466
2009-06-08,2,12976,11316
2009-06-08,3,12880,11207
2009-06-08,4,12956,11318
2009-06-08,5,13289,11793
2009-06-08,6,14398,12874
2009-06-08,7,16312,14706
2009-06-08,8,17430,15697
2009-06-08,9,17780,16041
2009-06-08,10,18888,16358
2009-06-08,11,18947,16698
2009-06-08,12,19149,16644
2009-06-08,13,18782,16603
2009-06-08,14,18792,16538
2009-06-08,15,18026,16432
2009-06-08,16,18993,16564
2009-06-08,17,18920,16536
2009-06-08,18,18502,16183
2009-06-08,19,18309,15862
2009-06-08,20,18383,15941
2009-06-08,21,18240,15984
2009-06-08,22,17016,14830
2009-06-08,23,15364,13506
2009-06-08,24,14722,12561
2009-06-09,1,13983,12012
2009-06-09,2,13929,11728
2009-06-09,3,13697,11630
2009-06-09,4,13825,11670
2009-06-09,5,14250,12216
2009-06-09,6,15141,13302
2009-06-09,7,16724,15029
2009-06-09,8,17817,16032
2009-06-09,9,18473,16307
2009-06-09,10,19036,16663
2009-06-09,11,19357,16921
2009-06-09,12,19486,16876
2009-06-09,13,19587,16823
2009-06-09,14,18905,16661
2009-06-09,15,18923,16524
2009-06-09,16,19096,16500
2009-06-09,17,18752,16556
2009-06-09,18,18564,16094
2009-06-09,19,17900,15788
2009-06-09,20,17850,15780
2009-06-09,21,17668,15838
2009-06-09,22,17078,14818
2009-06-09,23,15985,13388
2009-06-09,24,14676,12469
2009-06-10,1,14047,11813
2009-06-10,2,13806,11463
2009-06-10,3,13488,11481
2009-06-10,4,12736,11507
2009-06-10,5,13585,11974
2009-06-10,6,15030,13140
2009-06-10,7,16674,14917
2009-06-10,8,17678,15736
2009-06-10,9,18231,16120
2009-06-10,10,18723,16373
2009-06-10,11,18927,16504
2009-06-10,12,19038,16547
2009-06-10,13,19173,16603
2009-06-10,14,18828,16568
2009-06-10,15,18740,16543
2009-06-10,16,18710,16641
2009-06-10,17,18462,16538
2009-06-10,18,17936,16168
2009-06-10,19,17592,15784
2009-06-10,20,17215,15750
2009-06-10,21,17553,15921
2009-06-10,22,16741,15063
2009-06-10,23,15735,13511
2009-06-10,24,14718,12474
2009-06-11,1,14159,11889
2009-06-11,2,13805,11633
2009-06-11,3,13535,11385
2009-06-11,4,13704,11590
2009-06-11,5,13948,11983
2009-06-11,6,14925,12857
2009-06-11,7,16687,14654
2009-06-11,8,17969,15741
2009-06-11,9,18370,16132
2009-06-11,10,18708,16571
2009-06-11,11,19087,16817
2009-06-11,12,18684,16887
2009-06-11,13,18625,16980
2009-06-11,14,18906,16926
2009-06-11,15,18319,16839
2009-06-11,16,18418,16913
2009-06-11,17,18067,16669
2009-06-11,18,17762,16282
2009-06-11,19,17941,16061
2009-06-11,20,18035,16082
2009-06-11,21,18182,16078
2009-06-11,22,17099,14994
2009-06-11,23,15889,13540
2009-06-11,24,15027,12504
2009-06-12,1,14263,12044
2009-06-12,2,13852,11776
2009-06-12,3,13696,11632
2009-06-12,4,13990,11695
2009-06-12,5,14266,12081
2009-06-12,6,14989,12988
2009-06-12,7,16457,14646
2009-06-12,8,18040,15774
2009-06-12,9,18389,16206
2009-06-12,10,18885,16610
2009-06-12,11,19153,16813
2009-06-12,12,18986,16872
2009-06-12,13,18741,16809
2009-06-12,14,18604,16650
2009-06-12,15,17996,16557
2009-06-12,16,18077,16507
2009-06-12,17,18357,16264
2009-06-12,18,18472,15881
2009-06-12,19,17999,15483
2009-06-12,20,17878,15315
2009-06-12,21,17476,15398
2009-06-12,22,16876,14797
2009-06-12,23,15977,13710
2009-06-12,24,14654,12645
2009-06-13,1,14039,11874
2009-06-13,2,13712,11612
2009-06-13,3,13623,11403
2009-06-13,4,13508,11270
2009-06-13,5,13567,11267
2009-06-13,6,13653,11447
2009-06-13,7,14478,12192
2009-06-13,8,15542,13194
2009-06-13,9,16458,14027
2009-06-13,10,16645,14431
2009-06-13,11,16856,14630
2009-06-13,12,16717,14641
2009-06-13,13,16682,14493
2009-06-13,14,16404,14306
2009-06-13,15,16357,14261
2009-06-13,16,16410,14455
2009-06-13,17,16581,14519
2009-06-13,18,16229,14347
2009-06-13,19,16148,14025
2009-06-13,20,16379,13927
2009-06-13,21,16545,14142
2009-06-13,22,16156,13789
2009-06-13,23,15190,12944
2009-06-13,24,14565,12130
2009-06-14,1,14015,11540
2009-06-14,2,13645,11127
2009-06-14,3,13350,10872
2009-06-14,4,13140,10806
2009-06-14,5,12895,10678
2009-06-14,6,12950,10779
2009-06-14,7,13173,11418
2009-06-14,8,14702,12398
2009-06-14,9,15927,13401
2009-06-14,10,16651,13991
2009-06-14,11,17188,14276
2009-06-14,12,17266,14448
2009-06-14,13,17011,14439
2009-06-14,14,16876,14363
2009-06-14,15,16683,14365
2009-06-14,16,16923,14549
2009-06-14,17,17484,14717
2009-06-14,18,17479,14617
2009-06-14,19,17157,14445
2009-06-14,20,17486,14495
2009-06-14,21,17726,14938
2009-06-14,22,15903,14184
2009-06-14,23,15255,13119
2009-06-14,24,14400,12214
2009-06-15,1,13903,11712
2009-06-15,2,13873,11467
2009-06-15,3,13715,11388
2009-06-15,4,13556,11505
2009-06-15,5,13880,11853
2009-06-15,6,14999,12901
2009-06-15,7,16377,14824
2009-06-15,8,18387,16023
2009-06-15,9,18691,16508
2009-06-15,10,19178,17076
2009-06-15,11,19167,17369
2009-06-15,12,19067,17387
2009-06-15,13,19504,17431
2009-06-15,14,19951,17315
2009-06-15,15,20111,17380
2009-06-15,16,20411,17541
2009-06-15,17,20113,17423
2009-06-15,18,19607,17002
2009-06-15,19,19105,16643
2009-06-15,20,18811,16502
2009-06-15,21,19456,16480
2009-06-15,22,18608,15511
2009-06-15,23,17205,14005
2009-06-15,24,15561,12805
2009-06-16,1,15020,12172
2009-06-16,2,14842,11859
2009-06-16,3,14414,11532
2009-06-16,4,14559,11609
2009-06-16,5,15188,12061
2009-06-16,6,15674,13093
2009-06-16,7,17098,14987
2009-06-16,8,18238,16186
2009-06-16,9,19005,16798
2009-06-16,10,19575,17241
2009-06-16,11,19709,17602
2009-06-16,12,19863,17659
2009-06-16,13,19722,17773
2009-06-16,14,19648,17658
2009-06-16,15,19419,17699
2009-06-16,16,19829,17814
2009-06-16,17,19394,17654
2009-06-16,18,18964,17168
2009-06-16,19,18376,16746
2009-06-16,20,18553,16503
2009-06-16,21,18941,16730
2009-06-16,22,18437,15743
2009-06-16,23,16671,14136
2009-06-16,24,15200,13146
2009-06-17,1,14800,12498
2009-06-17,2,14675,12272
2009-06-17,3,14420,12085
2009-06-17,4,14483,12138
2009-06-17,5,14709,12457
2009-06-17,6,16059,13554
2009-06-17,7,17843,15343
2009-06-17,8,18589,16406
2009-06-17,9,18830,16740
2009-06-17,10,18975,17185
2009-06-17,11,19284,17410
2009-06-17,12,19520,17497
2009-06-17,13,19211,17524
2009-06-17,14,19313,17336
2009-06-17,15,19532,17313
2009-06-17,16,19610,17369
2009-06-17,17,19349,17236
2009-06-17,18,18822,16832
2009-06-17,19,18435,16516
2009-06-17,20,18289,16499
2009-06-17,21,18197,16398
2009-06-17,22,17037,15233
2009-06-17,23,16136,13753
2009-06-17,24,15010,12804
2009-06-18,1,14294,12179
2009-06-18,2,14071,11920
2009-06-18,3,14170,11810
2009-06-18,4,14464,11825
2009-06-18,5,14546,12196
2009-06-18,6,15458,13396
2009-06-18,7,16902,14999
2009-06-18,8,17761,16083
2009-06-18,9,18131,16503
2009-06-18,10,18546,16852
2009-06-18,11,18611,17053
2009-06-18,12,18625,17046
2009-06-18,13,19071,16950
2009-06-18,14,18980,16860
2009-06-18,15,19055,16727
2009-06-18,16,18867,16747
2009-06-18,17,18677,16552
2009-06-18,18,18372,16229
2009-06-18,19,18174,15959
2009-06-18,20,18212,15939
2009-06-18,21,18114,16000
2009-06-18,22,17608,15198
2009-06-18,23,16570,13771
2009-06-18,24,15049,12631
2009-06-19,1,14119,12006
2009-06-19,2,13842,11701
2009-06-19,3,13819,11618
2009-06-19,4,13966,11662
2009-06-19,5,14681,11950
2009-06-19,6,15718,13084
2009-06-19,7,17212,14867
2009-06-19,8,17915,15875
2009-06-19,9,18477,16450
2009-06-19,10,18807,16890
2009-06-19,11,19475,17280
2009-06-19,12,19544,17308
2009-06-19,13,19856,17319
2009-06-19,14,19992,17298
2009-06-19,15,19839,17163
2009-06-19,16,19382,17127
2009-06-19,17,19183,16917
2009-06-19,18,18364,16473
2009-06-19,19,17737,15950
2009-06-19,20,17746,15732
2009-06-19,21,18143,15912
2009-06-19,22,17308,15152
2009-06-19,23,16070,13806
2009-06-19,24,14629,12695
2009-06-20,1,13939,12195
2009-06-20,2,13852,11921
2009-06-20,3,13575,11647
2009-06-20,4,13588,11509
2009-06-20,5,13576,11520
2009-06-20,6,13878,11834
2009-06-20,7,14532,12480
2009-06-20,8,15051,13592
2009-06-20,9,15946,14323
2009-06-20,10,16545,14936
2009-06-20,11,17049,15248
2009-06-20,12,17373,15340
2009-06-20,13,17599,15193
2009-06-20,14,17212,15006
2009-06-20,15,17142,14947
2009-06-20,16,16809,14917
2009-06-20,17,16741,14975
2009-06-20,18,16695,14821
2009-06-20,19,16407,14514
2009-06-20,20,16360,14473
2009-06-20,21,16336,14636
2009-06-20,22,16052,14246
2009-06-20,23,15216,13122
2009-06-20,24,13905,12243
2009-06-21,1,13463,11744
2009-06-21,2,13154,11380
2009-06-21,3,13535,11088
2009-06-21,4,13543,10947
2009-06-21,5,13734,10861
2009-06-21,6,13334,11081
2009-06-21,7,13771,11806
2009-06-21,8,14732,12763
2009-06-21,9,15565,13695
2009-06-21,10,16139,14464
2009-06-21,11,16778,14942
2009-06-21,12,16705,15130
2009-06-21,13,17059,15294
2009-06-21,14,17219,15303
2009-06-21,15,17699,15404
2009-06-21,16,18004,15771
2009-06-21,17,18257,15884
2009-06-21,18,17952,15755
2009-06-21,19,17511,15513
2009-06-21,20,17710,15600
2009-06-21,21,17856,15850
2009-06-21,22,17408,15503
2009-06-21,23,16068,14172
2009-06-21,24,14897,13190
2009-06-22,1,14669,12667
2009-06-22,2,14313,12322
2009-06-22,3,14255,12160
2009-06-22,4,14423,12254
2009-06-22,5,14642,12608
2009-06-22,6,15406,13698
2009-06-22,7,17027,15742
2009-06-22,8,19148,17225
2009-06-22,9,20001,18119
2009-06-22,10,20746,18827
2009-06-22,11,20565,19252
2009-06-22,12,20040,19231
2009-06-22,13,20786,19427
2009-06-22,14,21238,19458
2009-06-22,15,21540,19518
2009-06-22,16,21727,19863
2009-06-22,17,21831,19821
2009-06-22,18,21830,19533
2009-06-22,19,20892,19057
2009-06-22,20,20894,18698
2009-06-22,21,20237,18599
2009-06-22,22,19131,17916
2009-06-22,23,17519,16017
2009-06-22,24,16177,14531
2009-06-23,1,15264,13701
2009-06-23,2,14902,13241
2009-06-23,3,14703,12937
2009-06-23,4,14871,12792
2009-06-23,5,14988,13039
2009-06-23,6,15754,14056
2009-06-23,7,17756,16159
2009-06-23,8,19511,17626
2009-06-23,9,20274,18559
2009-06-23,10,21080,19390
2009-06-23,11,21506,19860
2009-06-23,12,21685,20161
2009-06-23,13,22198,20485
2009-06-23,14,22735,20625
2009-06-23,15,22849,20762
2009-06-23,16,22608,20888
2009-06-23,17,22407,20940
2009-06-23,18,22589,20616
2009-06-23,19,22245,20130
2009-06-23,20,21479,19690
2009-06-23,21,21280,19457
2009-06-23,22,20332,18606
2009-06-23,23,17975,16592
2009-06-23,24,16824,15172
2009-06-24,1,16029,14194
2009-06-24,2,15557,13615
2009-06-24,3,15174,13237
2009-06-24,4,15042,13086
2009-06-24,5,15180,13368
2009-06-24,6,16617,14394
2009-06-24,7,18311,16519
2009-06-24,8,19787,18268
2009-06-24,9,20605,19301
2009-06-24,10,21799,20312
2009-06-24,11,22335,20930
2009-06-24,12,23117,21432
2009-06-24,13,23494,21817
2009-06-24,14,23744,22047
2009-06-24,15,23784,22238
2009-06-24,16,24107,22540
2009-06-24,17,23982,22437
2009-06-24,18,23784,22008
2009-06-24,19,23121,21488
2009-06-24,20,22520,20825
2009-06-24,21,22240,20615
2009-06-24,22,21450,19892
2009-06-24,23,19649,17984
2009-06-24,24,17937,16384
2009-06-25,1,17224,15572
2009-06-25,2,16796,14834
2009-06-25,3,16220,14314
2009-06-25,4,16215,14192
2009-06-25,5,16557,14572
2009-06-25,6,17772,15578
2009-06-25,7,18784,17471
2009-06-25,8,20174,19158
2009-06-25,9,21713,20369
2009-06-25,10,22839,21355
2009-06-25,11,23088,22031
2009-06-25,12,22235,21791
2009-06-25,13,21870,21226
2009-06-25,14,22317,20956
2009-06-25,15,22770,21062
2009-06-25,16,22675,21081
2009-06-25,17,22346,20775
2009-06-25,18,21951,20143
2009-06-25,19,21278,19749
2009-06-25,20,20705,19350
2009-06-25,21,20573,19031
2009-06-25,22,19658,18290
2009-06-25,23,18329,16605
2009-06-25,24,16476,15093
2009-06-26,1,15991,14273
2009-06-26,2,15951,13690
2009-06-26,3,15722,13400
2009-06-26,4,15741,13225
2009-06-26,5,16024,13542
2009-06-26,6,17224,14453
2009-06-26,7,17693,16253
2009-06-26,8,18757,17620
2009-06-26,9,19588,18610
2009-06-26,10,20601,19527
2009-06-26,11,21501,20088
2009-06-26,12,21582,20298
2009-06-26,13,21896,20259
2009-06-26,14,21799,20208
2009-06-26,15,21353,20040
2009-06-26,16,21372,19894
2009-06-26,17,21252,19631
2009-06-26,18,20780,19204
2009-06-26,19,20334,18439
2009-06-26,20,19486,17647
2009-06-26,21,19241,17222
2009-06-26,22,18259,16642
2009-06-26,23,16672,15137
2009-06-26,24,15142,13967
2009-06-27,1,14631,13158
2009-06-27,2,14284,12628
2009-06-27,3,14346,12305
2009-06-27,4,14679,12109
2009-06-27,5,14618,12017
2009-06-27,6,14577,12380
2009-06-27,7,14770,13005
2009-06-27,8,15839,14049
2009-06-27,9,16895,15287
2009-06-27,10,17580,16096
2009-06-27,11,18028,16543
2009-06-27,12,18475,16737
2009-06-27,13,18462,16846
2009-06-27,14,18740,16952
2009-06-27,15,18936,17139
